"Adresse","Occurrences","H1-1","Longueur du H1-1","Indexabilité","Statut d'indexabilité"
"https://www.quick.fr/restaurants/montauban","0","","0","Indexable",""
"https://www.quick.fr/restaurants/aulnay","0","","0","Indexable",""
"https://www.quick.fr/restaurants/paris-barbes","0","","0","Indexable",""
"https://www.quick.fr/restaurants/nancy-mazagran","0","","0","Indexable",""
"https://www.quick.fr/restaurants/les-ulis","0","","0","Indexable",""
"https://www.quick.fr/restaurants/sartrouville","0","","0","Indexable",""
"https://www.quick.fr/restaurants/brive-beauregard","0","","0","Indexable",""
"https://www.quick.fr/restaurants/roques-sur-garonne","0","","0","Indexable",""
"https://www.quick.fr/restaurants/creil-nogent-sur-oise","0","","0","Indexable",""
"https://www.quick.fr/restaurants/agen","0","","0","Indexable",""
"https://www.quick.fr/restaurants/les-clayes-sous-bois","0","","0","Indexable",""
"https://www.quick.fr/restaurants/blois","0","","0","Indexable",""
"https://www.quick.fr/restaurants/geispolsheim","0","","0","Indexable",""
"https://www.quick.fr/restaurants/pontault-combault-les-arpents","0","","0","Indexable",""
"https://www.quick.fr/restaurants/marseille-le-merlan","0","","0","Indexable",""
"https://www.quick.fr/restaurants/champs-elysees-2","0","","0","Indexable",""
"https://www.quick.fr/restaurants/clermont-ferrand","0","","0","Indexable",""
"https://www.quick.fr/restaurants/echirolles-2","0","","0","Indexable",""
"https://www.quick.fr/restaurants/saint-quentin","0","","0","Indexable",""
"https://www.quick.fr/restaurants/tourcoing","0","","0","Indexable",""
"https://www.quick.fr/restaurants/bayonne","0","","0","Indexable",""
"https://www.quick.fr/restaurants/chambly","0","","0","Indexable",""
"https://www.quick.fr/restaurants/nice-medecin","0","","0","Indexable",""
"https://www.quick.fr/restaurants/belle-epine","0","","0","Indexable",""
"https://www.quick.fr/restaurants/toulouse-mirail","0","","0","Indexable",""
"https://www.quick.fr/restaurants/gonfreville","0","","0","Indexable",""
"https://www.quick.fr/restaurants/noyelles-godault","0","","0","Indexable",""
"https://www.quick.fr/restaurants/perpignan-drive","0","","0","Indexable",""
"https://www.quick.fr/restaurants/marignane-saint-victoret","0","","0","Indexable",""
"https://www.quick.fr/restaurants/lomme","0","","0","Indexable",""
"https://www.quick.fr/restaurants/valenciennes-petite-foret","0","","0","Indexable",""
"https://www.quick.fr/restaurants/center-parcs-poitiers","0","","0","Indexable",""
"https://www.quick.fr/restaurants/paris-opera","0","","0","Indexable",""
"https://www.quick.fr/restaurants/le-puy-en-velay","0","","0","Indexable",""
"https://www.quick.fr/restaurants/arras","0","","0","Indexable",""
"https://www.quick.fr/restaurants/saint-etienne-centre-2","0","","0","Indexable",""
"https://www.quick.fr/restaurants/cabries-plan-de-campagne","0","","0","Indexable",""
"https://www.quick.fr/restaurants/rosny-cc","0","","0","Indexable",""
"https://www.quick.fr/restaurants/le-mans-nord","0","","0","Indexable",""
"https://www.quick.fr/restaurants/arles","0","","0","Indexable",""
"https://www.quick.fr/restaurants/brest","0","","0","Indexable",""
"https://www.quick.fr/restaurants/lyon-confluence","0","","0","Indexable",""
"https://www.quick.fr/restaurants/ecully","0","","0","Indexable",""
"https://www.quick.fr/restaurants/lyon-part-dieu","0","","0","Indexable",""
"https://www.quick.fr/restaurants/amiens","0","","0","Indexable",""
"https://www.quick.fr/restaurants/lievin","0","","0","Indexable",""
"https://www.quick.fr/restaurants/montpellier-gare-saint-roch","0","","0","Indexable",""
"https://www.quick.fr/restaurants/beauvais-manoury","0","","0","Indexable",""
"https://www.quick.fr/restaurants/velizy","0","","0","Indexable",""
"https://www.quick.fr/restaurants/dunkerque-saint-pol","0","","0","Indexable",""
"https://www.quick.fr/restaurants/rouen-barentin","0","","0","Indexable",""
"https://www.quick.fr/restaurants/etampes","0","","0","Indexable",""
"https://www.quick.fr/restaurants/niort-mendes-france","0","","0","Indexable",""
"https://www.quick.fr/restaurants/westfield-les-4-temps-la-defense","0","","0","Indexable",""
"https://www.quick.fr/restaurants/rennes-centre-ville","0","","0","Indexable",""
"https://www.quick.fr/restaurants/troyes-drive","0","","0","Indexable",""
"https://www.quick.fr/restaurants/euralille","0","","0","Indexable",""
"https://www.quick.fr/restaurants/faches-thumesnil","0","","0","Indexable",""
"https://www.quick.fr/restaurants/lyon-republique","0","","0","Indexable",""
"https://www.quick.fr/restaurants/saint-denis-grand-stade","0","","0","Indexable",""
"https://www.quick.fr/restaurants/laval","0","","0","Indexable",""
"https://www.quick.fr/restaurants/ales","0","","0","Indexable",""
"https://www.quick.fr/restaurants/aubiere","0","","0","Indexable",""
"https://www.quick.fr/restaurants/avignon-cap-sud","0","","0","Indexable",""
"https://www.quick.fr/restaurants/paris-place-de-clichy-chabert","0","","0","Indexable",""
"https://www.quick.fr/restaurants/amiens-nord","0","","0","Indexable",""
"https://www.quick.fr/restaurants/creteil-prefecture","0","","0","Indexable",""
"https://www.quick.fr/restaurants/marseille-grand-littoral","0","","0","Indexable",""
"https://www.quick.fr/restaurants/rouen-saint-sever","0","","0","Indexable",""
"https://www.quick.fr/restaurants/auxerre","0","","0","Indexable",""
"https://www.quick.fr/restaurants/orleans-place-d-arc","0","","0","Indexable",""
"https://www.quick.fr/restaurants/boulogne-marcel-sembat","0","","0","Indexable",""
"https://www.quick.fr/restaurants/mougins","0","","0","Indexable",""
"https://www.quick.fr/restaurants/nice-lingostiere","0","","0","Indexable",""
"https://www.quick.fr/restaurants/saint-etienne-expo","0","","0","Indexable",""
"https://www.quick.fr/restaurants/nimes-costieres","0","","0","Indexable",""
"https://www.quick.fr/restaurants/besancon","0","","0","Indexable",""
"https://www.quick.fr/restaurants/melun-boissenart","0","","0","Indexable",""
"https://www.quick.fr/restaurants/etrembieres","0","","0","Indexable",""
"https://www.quick.fr/restaurants/toulon-mayol","0","","0","Indexable",""
"https://www.quick.fr/restaurants/carcassonne","0","","0","Indexable",""
"https://www.quick.fr/restaurants/paris-sebastopol","0","","0","Indexable",""
"https://www.quick.fr/restaurants/pontarlier","0","","0","Indexable",""
"https://www.quick.fr/restaurants/troyes-barberey","0","","0","Indexable",""
"https://www.quick.fr/restaurants/bordeaux-ste-catherine","0","","0","Indexable",""
"https://www.quick.fr/restaurants/poitiers-cv","0","","0","Indexable",""
"https://www.quick.fr/restaurants/aix-ouest","0","","0","Indexable",""
"https://www.quick.fr/restaurants/bailleul","0","","0","Indexable",""
"https://www.quick.fr/restaurants/villeurbanne-route-de-genas","0","","0","Indexable",""
"https://www.quick.fr/restaurants/reims-chateau-d-eau","0","","0","Indexable",""
"https://www.quick.fr/restaurants/lille-loos","0","","0","Indexable",""
"https://www.quick.fr/restaurants/tours-nord","0","","0","Indexable",""
"https://www.quick.fr/restaurants/villefranche-sur-saone","0","","0","Indexable",""
"https://www.quick.fr/restaurants/caen-cote-de-nacre","0","","0","Indexable",""
"https://www.quick.fr/restaurants/bethune","0","","0","Indexable",""
"https://www.quick.fr/restaurants/le-mans-sud","0","","0","Indexable",""
"https://www.quick.fr/restaurants/thionville","0","","0","Indexable",""
"https://www.quick.fr/restaurants/dorlisheim","0","","0","Indexable",""
"https://www.quick.fr/restaurants/maubeuge-hautmont","0","","0","Indexable",""
"https://www.quick.fr/restaurants/chalons-en-champagne","0","","0","Indexable",""
"https://www.quick.fr/restaurants/forbach","0","","0","Indexable",""
"https://www.quick.fr/restaurants/grand-quevilly","0","","0","Indexable",""
"https://www.quick.fr/restaurants/mantes-buchelay","0","","0","Indexable",""
"https://www.quick.fr/restaurants/angouleme-cv","0","","0","Indexable",""
"https://www.quick.fr/restaurants/bry-sur-marne","0","","0","Indexable",""
"https://www.quick.fr/restaurants/villeneuve-saint-georges","0","","0","Indexable",""
"https://www.quick.fr/restaurants/limoges-jean-jaures","0","","0","Indexable",""
"https://www.quick.fr/restaurants/montelimar","0","","0","Indexable",""
"https://www.quick.fr/restaurants/la-courneuve-2","0","","0","Indexable",""
"https://www.quick.fr/restaurants/woippy","0","","0","Indexable",""
"https://www.quick.fr/restaurants/beausevran","0","","0","Indexable",""
"https://www.quick.fr/restaurants/toulouse-jean-jaures","0","","0","Indexable",""
"https://www.quick.fr/restaurants/marseille-route-de-lyon","0","","0","Indexable",""
"https://www.quick.fr/restaurants/dk-puteaux","0","","0","Indexable",""
"https://www.quick.fr/restaurants/center-parcs-normandie-bois-francs","0","","0","Indexable",""
"https://www.quick.fr/restaurants/cc-qwartz","0","","0","Indexable",""
"https://www.quick.fr/restaurants/aubagne-route-de-gemenos","0","","0","Indexable",""
"https://www.quick.fr/restaurants/paris-gare-du-nord","0","","0","Indexable",""
"https://www.quick.fr/restaurants/nantes-orvault","0","","0","Indexable",""
"https://www.quick.fr/restaurants/roubaix","0","","0","Indexable",""
"https://www.quick.fr/restaurants/caen-mondeville","0","","0","Indexable",""
"https://www.quick.fr/restaurants/bollene","0","","0","Indexable",""
"https://www.quick.fr/restaurants/creteil-pompadour","0","","0","Indexable",""
"https://www.quick.fr/restaurants/lorient-lanester","0","","0","Indexable",""
"https://www.quick.fr/restaurants/chelles","0","","0","Indexable",""
"https://www.quick.fr/restaurants/chalon-sur-saone","0","","0","Indexable",""
"https://www.quick.fr/restaurants/flins","0","","0","Indexable",""
"https://www.quick.fr/restaurants/le-havre-montivilliers","0","","0","Indexable",""
"https://www.quick.fr/restaurants/epinay-sur-seine","0","","0","Indexable",""
"https://www.quick.fr/restaurants/merignac","0","","0","Indexable",""
"https://www.quick.fr/restaurants/fleury-merogis","0","","0","Indexable",""
"https://www.quick.fr/restaurants/schiltigheim","0","","0","Indexable",""
"https://www.quick.fr/restaurants/poitiers-sud","0","","0","Indexable",""
"https://www.quick.fr/restaurants/paris-14","0","","0","Indexable",""
"https://www.quick.fr/restaurants/tarbes","0","","0","Indexable",""
"https://www.quick.fr/restaurants/val-d-europe","0","","0","Indexable",""
"https://www.quick.fr/restaurants/lys-lez-lannoy","0","","0","Indexable",""
"https://www.quick.fr/restaurants/toul-dommartin-a31-copy","0","","0","Indexable",""
"https://www.quick.fr/restaurants/oyonnax-arbent","0","","0","Indexable",""
"https://www.quick.fr/restaurants/corbeil","0","","0","Indexable",""
"https://www.quick.fr/restaurants/montbeliard","0","","0","Indexable",""
"https://www.quick.fr/restaurants/creil","0","","0","Indexable",""
"https://www.quick.fr/restaurants/argenteuil","0","","0","Indexable",""
"https://www.quick.fr/restaurants/center-parcs-moselle","0","","0","Indexable",""
"https://www.quick.fr/restaurants/saint-denis-cv","0","","0","Indexable",""
"https://www.quick.fr/restaurants/montargis","0","","0","Indexable",""
"https://www.quick.fr/restaurants/dreux","0","","0","Indexable",""
"https://www.quick.fr/restaurants/lab-999","0","","0","Indexable",""
"https://www.quick.fr/restaurants/lab-997","0","","0","Indexable",""
"https://www.quick.fr/restaurants/poitiers-drive","0","","0","Indexable",""
"https://www.quick.fr/restaurants/reims-cormontreuil","0","","0","Indexable",""
"https://www.quick.fr/restaurants/meaux-victoire","0","","0","Indexable",""
"https://www.quick.fr/restaurants/auch","0","","0","Indexable",""
"https://www.quick.fr/restaurants/aulnay-cc","0","","0","Indexable",""
"https://www.quick.fr/restaurants/dammarie-les-lys","0","","0","Indexable",""
"https://www.quick.fr/restaurants/montpellier-odysseum","0","","0","Indexable",""
"https://www.quick.fr/restaurants/creteil-soleil","0","","0","Indexable",""
"https://www.quick.fr/restaurants/pontoise","0","","0","Indexable",""
"https://www.quick.fr/restaurants/coignieres","0","","0","Indexable",""
"https://www.quick.fr/restaurants/massy","0","","0","Indexable",""
"https://www.quick.fr/restaurants/saint-brice-sous-foret","0","","0","Indexable",""
"https://www.quick.fr/restaurants/test","0","","0","Indexable",""
