"Adresse","Occurrences","H1-1","Longueur du H1-1","H1-2","Longueur du H1-2","Indexabilité","Statut d'indexabilité"
"https://www.ndeylicious.fr/produit/merci-en-panier/","2","Merci en panier","15","Merci en panier","15","Indexable",""
"https://www.ndeylicious.fr/produit/tisane-coumba/","2","Tisane Coumba","13","Tisane Coumba","13","Indexable",""
"https://www.ndeylicious.fr/produit/cookies-medoune/","2","Cookies Medoune","15","Cookies Medoune","15","Indexable",""
"https://www.ndeylicious.fr/produit/🌞-summer-teel-tabaa-5e-edition/","2","🌞 Summer Teel Tabaa – 5e édition","33","🌞 Summer Teel Tabaa – 5e édition","33","Indexable",""
"https://www.ndeylicious.fr/produit/tisane-awa/","2","Tisane AWA","10","Tisane AWA","10","Indexable",""
"https://www.ndeylicious.fr/produit/tisane-nafy/","2","Tisane Nafy","11","Tisane Nafy","11","Indexable",""
"https://www.ndeylicious.fr/categorie-produit/teeel-tabaa/","0","","0","","0","Indexable",""
"https://www.ndeylicious.fr/produit/tisane-saraba/","2","Tisane Saraba","13","Tisane Saraba","13","Indexable",""
"https://www.ndeylicious.fr/produit/tisane-falilou/","2","Tisane Falilou","14","Tisane Falilou","14","Indexable",""
"https://www.ndeylicious.fr/produit/tisane-maty/","2","Tisane Maty","11","Tisane Maty","11","Indexable",""
