"Adresse","Occurrences","Title 1","Longueur du Title 1","Largeur en pixels du Title 1","Indexabilité","Statut d'indexabilité"
"https://www.ndeylicious.fr/le-baobab/","1","Le Baobab – ndeylicious","23","216","Indexable",""
"https://www.ndeylicious.fr/produit/pommes-kinkeliba/","1","Pommes Kinkeliba – ndeylicious","30","290","Indexable",""
"https://www.ndeylicious.fr/produit/viandes-volailles/","1","Viandes & volailles – ndeylicious","33","289","Indexable",""
"https://www.ndeylicious.fr/produit/poissons-crustaces/","1","Poissons & crustacés – ndeylicious","34","312","Indexable",""
"https://www.ndeylicious.fr/produit/ablaye/","1","Cookies Ablaye – ndeylicious","28","258","Indexable",""
"https://www.ndeylicious.fr/produit/jongue/","1","Sel Jongué – ndeylicious","24","221","Indexable",""
"https://www.ndeylicious.fr/produit/cookies-amina/","1","Cookies Amina – ndeylicious","27","256","Indexable",""
"https://www.ndeylicious.fr/produit/box-iftar/","1","Box Iftar – ndeylicious","23","197","Indexable",""
"https://www.ndeylicious.fr/boutique/page/2/","1","Boutique – Page 2 – ndeylicious","31","286","Indexable",""
"https://www.ndeylicious.fr/produit/tisane-samba/","1","Tisane Samba – ndeylicious","26","250","Indexable",""
"https://www.ndeylicious.fr/categorie-produit/shop/","1","Shop – ndeylicious","18","167","Indexable",""
"https://www.ndeylicious.fr/categorie-produit/boutique/page/2/","1","Boutique – Page 2 – ndeylicious","31","286","Indexable",""
"https://www.ndeylicious.fr/produit/tisane-seydina/","1","Tisane Seydina – ndeylicious","28","257","Indexable",""
"https://www.ndeylicious.fr/produit/bissap-poire-figue/","1","Bissap poire & figue – ndeylicious","34","298","Indexable",""
"https://www.ndeylicious.fr/produit/tisane-yacine/","1","Tisane Yacine – ndeylicious","27","247","Indexable",""
"https://www.ndeylicious.fr/produit/bouye-3-chocolats/","1","Cookies Imane – ndeylicious","27","254","Indexable",""
"https://www.ndeylicious.fr/produit/thiossane/","1","Sel Thiossane – ndeylicious","27","247","Indexable",""
"https://www.ndeylicious.fr/produit/citrons-au-maad/","1","Citrons au Maad – ndeylicious","29","268","Indexable",""
"https://www.ndeylicious.fr/produit/moringa-pistache-chocolat-blanc/","1","Cookies Asma – ndeylicious","26","250","Indexable",""
"https://www.ndeylicious.fr/produit/the-ame-gass/","1","Thé Āme & Gass – ndeylicious","28","270","Indexable",""
"https://www.ndeylicious.fr/produit/the-kpo/","1","Thé Kpo – ndeylicious","21","196","Indexable",""
"https://www.ndeylicious.fr/produit/mangues-du-senegal/","1","Mangues du Sénégal – ndeylicious","32","308","Indexable",""
"https://www.ndeylicious.fr/produit/tisane-ramata/","1","Thé Ramata – ndeylicious","24","231","Indexable",""
"https://www.ndeylicious.fr/produit/tisane-ibrahima/","1","Tisane Ibrahima – ndeylicious","29","266","Indexable",""
"https://www.ndeylicious.fr/produit/the-assa/","1","Thé Assa – ndeylicious","22","205","Indexable",""
"https://www.ndeylicious.fr/produit/bissap-fruits-rouges-menthe/","1","Bissap fruits rouges, menthe – ndeylicious","42","377","Indexable",""
"https://www.ndeylicious.fr/produit/tisane-adiara/","1","Thé Adiara – ndeylicious","24","219","Indexable",""
"https://www.ndeylicious.fr/produit/tisane-matekhe/","1","Tisane Matékhé – ndeylicious","28","265","Indexable",""
"https://www.ndeylicious.fr/produit/miel-de-mangue/","1","Miel de Mangue – ndeylicious","28","264","Indexable",""
"https://www.ndeylicious.fr/produit/miel-de-baobab/","1","Miel de Baobab – ndeylicious","28","259","Indexable",""
"https://www.ndeylicious.fr/produit/merci-en-panier/","1","Merci en panier – ndeylicious","29","260","Indexable",""
"https://www.ndeylicious.fr/produit/tisane-coumba/","1","Tisane Coumba – ndeylicious","27","262","Indexable",""
"https://www.ndeylicious.fr/produit/cookies-medoune/","1","Cookies Medoune – ndeylicious","29","281","Indexable",""
"https://www.ndeylicious.fr/produit/🌞-summer-teel-tabaa-5e-edition/","1","🌞 Summer Teel Tabaa – 5e édition – ndeylicious","47","429","Indexable",""
"https://www.ndeylicious.fr/produit/tisane-awa/","1","Tisane AWA – ndeylicious","24","231","Indexable",""
"https://www.ndeylicious.fr/produit/tisane-nafy/","1","Tisane Nafy – ndeylicious","25","228","Indexable",""
"https://www.ndeylicious.fr/categorie-produit/teeel-tabaa/","1","Teel Tabaa – ndeylicious","24","222","Indexable",""
"https://www.ndeylicious.fr/produit/tisane-saraba/","1","Tisane Saraba – ndeylicious","27","250","Indexable",""
"https://www.ndeylicious.fr/produit/tisane-falilou/","1","Tisane Falilou – ndeylicious","28","246","Indexable",""
"https://www.ndeylicious.fr/produit/tisane-maty/","1","Tisane Maty – ndeylicious","25","231","Indexable",""
